NAME1,ISOALPHA,COUNTRYNM,tot_popn_2020,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65_69B,A70_74B,A75_79B,A80_84B,A85PLUSB
comunidad foral de navarra,ESP,spain,631086,34131,32674,30440,28749,31375,38644,50278,53945,51507,48135,42906,36954,33614,29613,22275,23373,18713,17905
comunitat valenciana,ESP,spain,5147344,270531,265060,241526,240254,271932,329646,430711,447717,420089,388897,348183,293696,276205,246307,204428,182440,133953,108102
conakry,GIN,guinea,2246991,347054,330715,212532,180320,140963,150224,116091,101418,83139,63145,53212,38852,43405,0,0,0,0,0
concepcion,PRY,paraguay,240433,30880,29711,29694,29048,26106,19232,12837,11199,10575,9619,8658,7261,5416,4176,3126,2206,0,0
condamine,MCO,monaco,14942,548,691,677,676,603,631,733,1026,1132,1141,1072,1072,1130,948,797,647,545,624
connacht,IRL,ireland,563128,40256,37914,36205,34568,33902,38902,42814,41235,38748,36661,34982,32170,28836,22872,17209,13886,10013,8994
constantine,DZA,algeria,1217770,109427,90584,107285,124721,128144,112546,94251,84971,78755,65900,55551,41621,28923,24783,20319,14634,7703,4775
continente,PRT,portugal,9669650,437514,475207,510413,510043,525557,594413,702168,750791,703862,701059,659962,622089,585454,509586,459321,397284,276252,217610
copan,HND,honduras,389647,50864,49215,54177,49393,39352,29663,25833,22507,17818,14284,13178,10099,9282,6649,5006,3793,2428,2145
copperbelt,ZMB,zambia,2602760,359560,313408,328388,315676,238898,214174,170108,136674,96645,78382,61640,43699,33908,22509,15669,9955,4964,4253
coquimbo,CHL,chile,822662,61828,61493,67684,72901,69774,60444,55533,57873,58473,58175,50317,40696,32702,26876,20462,15776,0,0
cordillera,PRY,paraguay,290534,29703,30155,31958,32068,29657,23710,17686,15794,14815,13650,12527,11008,8695,7020,5427,4064,0,0
cordoba,ARG,argentina,5642353,529517,529968,543556,516982,472066,436119,412922,372216,324632,297711,260683,233202,203114,168089,130422,100828,54339,39733
cordoba,COL,colombia,5642353,529517,529968,543556,516982,472066,436119,412922,372216,324632,297711,260683,233202,203114,168089,130422,100828,54339,39733
coronie,SUR,suriname,17336,1061,1076,1233,1272,1288,1379,1248,1123,1328,1339,1101,876,930,815,620,424,298,198
corozal,BLZ,belize,84663,8259,7879,7869,8292,7215,6376,5734,5343,4941,5001,4332,3592,3023,2366,1853,1195,844,766
corozal,PRI,puerto rico,84663,8259,7879,7869,8292,7215,6376,5734,5343,4941,5001,4332,3592,3023,2366,1853,1195,844,766
corrientes,ARG,argentina,1072685,93232,102547,110772,109973,89349,77474,73151,62573,56294,55324,50189,45189,35806,27778,21276,15545,9935,7490
corse,FRA,france,357756,17324,18072,18738,20036,19745,20213,20692,25157,26725,26356,24944,24617,22698,19325,17183,15101,10864,9671
cortes,HND,honduras,1646772,194344,191834,192234,195241,186840,155454,132041,109889,86629,65572,57715,39153,34814,24575,19009,13527,8526,7212
corum,TUR,turkey,515171,36680,38147,45147,44435,36395,39565,39332,36388,30582,35396,28428,28331,24798,20658,16269,13486,7939,3250
cotabato,PHL,philippines,1663043,199297,195604,194719,185683,152534,128464,113914,105318,94359,78772,62168,46206,33512,23113,17282,10012,0,0
cotabato city,PHL,philippines,313436,34120,37851,37065,36945,30485,27513,23244,21701,18081,14269,10219,6907,5362,3164,2085,1022,0,0
cotopaxi,ECU,ecuador,478105,48145,53670,52675,48154,40428,36181,30725,27388,23120,21087,17239,15414,13244,12266,9205,6626,4598,3487
couffo,BEN,benin,882703,135369,155538,121396,95671,64527,58264,45967,40834,31782,20224,19951,7421,13525,4996,6103,2176,5479,3060
couva -tabaquite-talparo,TTO,trinidad and tobago,190246,13458,12808,12328,13846,16241,18302,15727,13942,13134,14565,12678,10511,7866,5771,3571,2293,0,0
covalima,TLS,timor-leste,67540,8861,10212,9495,7494,4762,4547,3150,3774,3229,2631,1919,1243,3029,1802,854,0,0,0
crete,GRC,greece,656610,36927,34457,34564,35324,39646,44684,50298,49184,49200,41469,39431,34386,34292,27051,27697,24255,18987,14220
crimea,UKR,ukraine,1921131,116450,94423,78532,90570,135456,171713,150471,134595,125824,133427,155106,143479,125117,68937,92065,61658,38500,23739
criuleni,MDA,republic of moldova,52762,2687,3317,4532,5149,4098,3699,3421,3153,3965,3969,3628,2084,1713,1519,1247,0,0,0
crooked island,BHS,bahamas,311,17,16,30,30,20,9,19,20,23,31,22,8,7,12,7,11,8,6
cross river,NGA,nigeria,4065924,522021,540182,485023,466581,414760,360248,273645,226961,201147,155034,136187,62950,78101,36760,36274,17309,19148,17450
cuando cubango,AGO,angola,335896,64630,53794,39286,32460,28114,25147,19439,17880,13577,11183,9168,6249,4604,2784,2329,1201,863,738
cuanza norte,AGO,angola,249774,48065,40005,29216,24138,20903,18697,14454,13294,10096,8315,6817,4646,3423,2069,1731,892,641,548
cuanza sul,AGO,angola,1520785,292565,243517,177842,146962,127318,113883,88027,80969,61473,50633,41522,28296,20853,12614,10552,5444,3912,3347
cul-de-sac,SXM,sint maarten (dutch part),10172,630,710,733,670,478,519,708,843,786,789,704,587,426,244,112,80,51,89
culebra,PRI,puerto rico,1781,98,101,124,131,98,111,111,128,110,129,120,140,113,89,70,41,35,23
cundinamarca,COL,colombia,3103906,327863,338450,346571,332510,264547,234859,218549,230291,217928,179015,143234,114284,90137,79686,63261,46117,0,0
cunene,AGO,angola,998857,192012,159834,116733,96511,83700,74866,57850,53218,40372,33259,27297,18596,13712,8305,6950,3589,2579,2209
cuscatlan,SLV,el salvador,276707,27849,34848,36200,29338,23151,21956,18715,15658,13045,10454,8612,7708,6567,5670,4295,3411,2199,1915
cusco,PER,peru,1307472,135024,149120,158996,129586,109421,100131,89703,83648,74721,62180,49513,38834,31710,26658,19727,15264,8815,7051
cuvette,COG,congo,224718,33551,27636,21912,18695,17904,14658,13075,11411,8259,6257,4659,4186,3983,3433,2742,1749,982,780
cuvette-ouest,COG,congo,226594,31394,26927,22663,20888,18777,14813,13371,11778,8157,5749,4940,4204,4183,3714,2535,1915,836,662
cuyuni-mazaruni,GUY,guyana,23034,2845,2576,2405,2420,2067,1706,1617,1476,1305,1218,914,775,436,293,215,159,89,62
dadra and nagar haveli,IND,india,505306,52061,51617,49842,47138,63082,56794,43631,35993,25888,19634,13531,9897,8303,5291,3287,1364,777,757
daegu,KOR,republic of korea,2370231,96875,113121,159909,177187,155077,161184,166060,192116,207285,208744,190770,141339,107820,85289,70678,46588,23793,13311
daejeon,KOR,republic of korea,1684250,79537,88100,115950,132822,127568,126642,127430,142556,143554,138881,126945,87468,64313,49837,40833,28169,15917,10006
dagana,BTN,bhutan,29595,3241,3701,3913,3416,2477,2176,1737,1578,1281,1278,1029,785,673,528,380,0,0,0
dagestan,RUS,russian federation,3439659,299200,277279,289388,327515,371764,300496,255259,233606,233615,228609,189512,124394,83779,48468,75922,50790,29808,13002
daglig-shirvan,AZE,azerbaijan,321342,25745,27299,31119,34225,31864,27053,22670,22162,22492,21726,15711,9912,5644,5215,7337,4913,2406,1310
dakar,SEN,senegal,4061191,657216,559293,480010,426229,371799,309224,252977,198904,152701,121521,97852,78402,59535,49672,36208,21526,0,0
dakhlet nouadhibou,MRT,mauritania,163705,25808,21781,17927,15046,12553,10664,8834,7403,6279,5189,4277,3418,2604,1978,1482,1043,0,0
dalarna,SWE,sweden,276817,14393,14128,14248,19080,17311,13967,13900,16102,17827,18490,18267,18939,21111,18654,13197,10722,8741,8710
daman and diu,IND,india,359661,27462,26579,24919,37692,55110,47409,34379,27992,19503,13808,9499,7275,6196,3960,3029,1538,914,709
damascus,SYR,syrian arab republic,1604743,197928,194557,184440,168173,166370,151519,122200,93485,78641,67098,54198,44002,31569,24888,15516,11318,0,0
damietta,EGY,egypt,1526561,159406,144349,143933,159123,152591,127631,102818,100945,91997,77406,64426,45914,34726,23686,15173,0,0,0
danilovgrad,MNE,montenegro,21295,1151,1197,1309,1455,1754,1602,1592,1326,1301,1497,1427,1472,1222,824,891,625,418,196
dar es salaam,TZA,united republic of tanzania,7572483,852045,716741,657674,791090,888211,811725,670890,510641,360497,254722,180030,115755,94681,51663,40838,23103,0,0
dara,SYR,syrian arab republic,1034210,127558,125384,118861,108376,107217,97649,78757,60251,50684,43244,34933,28361,20342,16041,10001,7295,0,0
darien,PAN,panama,59872,6604,7292,7155,5557,4433,4058,3591,3473,3001,2555,2103,1759,1632,1073,947,512,310,258
darkhan-uul,MNG,mongolia,99206,10014,7194,8447,10709,10799,8203,7840,7413,6806,6198,4669,2767,2008,1449,1172,647,300,180
darnah,LBY,libya,192863,20058,18393,18926,19977,19986,19748,17181,13624,9826,6942,4623,4262,3316,2789,2016,1592,856,585
dasoguz,TKM,turkmenistan,1161253,173617,170186,161951,191802,185626,154746,132786,116316,103621,97788,80289,55241,33625,20243,23675,14067,0,0
davao del norte,PHL,philippines,1353865,154094,147652,140391,142589,131077,110301,99365,86225,77428,67293,58357,45688,30719,20227,15161,8960,0,0
davao del north,PHL,philippines,1736581,191907,178300,171217,181596,175156,151792,136184,117126,101000,84815,73396,57443,40252,25312,18049,10411,0,0
davao del sur,PHL,philippines,1039261,124406,117197,116909,109183,93720,77534,71255,65804,58760,52629,44005,33388,24147,16004,12148,7373,0,0
davao oriental,PHL,philippines,634952,75296,74821,76109,67810,54182,43237,41496,38491,36571,31821,26424,19985,15375,10831,8675,4979,0,0
daykundi,AFG,afghanistan,614436,95266,89243,76947,58913,45234,36953,30515,24907,20285,16327,13049,10302,8309,5317,3328,1833,0,0
dayr az zawr,SYR,syrian arab republic,1268246,156424,153759,145762,132905,131481,119747,96578,73884,62153,53029,42836,34778,24947,19670,12263,8946,0,0
debub,ERI,eritrea,1573384,208470,174184,140109,130162,125294,109844,84024,59896,46139,37673,30689,23493,19048,12276,7196,3810,0,0
debubawi keyih bahri,ERI,eritrea,156971,20798,17377,13978,12985,12500,10958,8382,5975,4603,3758,3061,2343,1900,1224,717,380,0,0
decan,KOS,kosovo,43513,3606,3531,4091,4484,4157,3643,3348,3128,2803,2317,1832,1594,1196,1048,851,686,0,0
dedza,MWI,malawi,918486,156525,129974,110347,80215,76549,66021,52939,41399,29857,23342,18737,18316,14184,12105,8455,8049,4055,5611
delta,NGA,nigeria,6042662,767096,767874,716833,689680,612646,523141,399364,334149,290257,236534,202496,117748,114927,66489,65427,37167,37012,39832
delta amacuro,VEN,venezuela (bolivarian republic of),452027,51011,47120,46998,44523,40164,36544,31127,25291,23055,18939,15196,11648,8985,6097,4514,2808,1755,1459
dembeni,MYT,mayotte,14410,2170,2215,1974,1508,830,976,1029,919,645,467,371,277,198,92,64,55,25,30
demerara-mahaica,GUY,guyana,331437,28698,28781,33463,35478,28661,24327,24270,23626,21327,18637,16797,13329,10110,6279,4556,3134,1901,1634
denguele,CIV,cote d'ivoire,329712,51853,46429,41923,35669,30140,25635,21977,18283,15136,12538,10312,8298,6656,4890,3107,1607,0,0
denigomodu,NRU,nauru,1237,195,140,127,111,125,119,95,74,59,60,46,34,18,6,4,0,0,0
denizli,TUR,turkey,1084609,78464,79647,88878,84627,81387,93664,96661,85645,78400,76582,63552,56588,42610,31703,26923,22061,12618,5773
dennery,LCA,saint lucia,13206,966,992,1174,1293,1045,1037,905,878,830,667,617,414,399,333,287,191,149,142
dependencias federales,VEN,venezuela (bolivarian republic of),2821,286,207,213,245,319,254,244,212,178,143,112,64,43,27,25,14,3,6
devonshire,BMU,bermuda,6674,395,353,371,399,387,391,491,537,554,587,561,440,349,274,232,186,102,85
dhaka,BGD,bangladesh,59040126,5617672,6746766,6097945,4871539,5482571,5534103,4204410,3730889,3205658,2410339,2125676,1280289,1467916,760752,816571,308763,0,0
dhamar,YEM,yemen,2025129,333138,329772,291092,226006,174060,135744,85096,81626,69334,57617,52720,29426,36347,19662,25590,10706,11734,7986
dhofar,OMN,oman,414837,34988,26623,21559,23923,38636,67764,55410,37438,26428,18341,13625,10086,5720,3447,2870,1755,0,0
diber,ALB,albania,109451,6944,8399,11174,12083,9723,7177,5954,6137,6940,7123,6613,4849,3522,2947,2909,1902,1005,767
diego martin,TTO,trinidad and tobago,99670,6591,6608,6526,7075,7819,8545,7128,6352,6118,7080,6637,5527,4919,4127,3132,2362,0,0
diekirch,LUX,luxembourg,92086,5070,5444,6146,6330,6457,5629,5897,6520,7632,7702,6702,5320,4406,3354,2904,2559,1967,1391
diffa,NER,niger,912484,185556,174796,108607,82979,64710,58337,45688,34745,32329,24453,19587,14937,11434,9581,6716,4671,3498,2192
dihok,IRQ,iraq,2577411,411755,376402,334628,288633,251608,217046,192070,163664,132532,88999,67013,66837,40190,35705,26031,16797,0,0
dikhil,DJI,djibouti,92401,10457,11621,9808,9827,9646,9434,7981,6434,5161,4007,3309,2086,1741,0,0,0,0,0
dili,TLS,timor-leste,363396,47349,44776,35663,45304,52701,40506,23424,21837,16009,11787,8482,5570,5410,3327,2131,0,0,0
dinagat islands,PHL,philippines,148872,15307,16921,17370,16197,13086,10242,9117,8838,8146,7264,6209,5133,4453,3613,2945,1629,0,0
diourbel,SEN,senegal,1938499,313173,266551,228789,203195,177334,147624,120911,95170,73125,58229,46908,37583,28551,23813,17357,10335,0,0
dire dawa,ETH,ethiopia,507993,56569,58609,51688,58297,51104,46064,33824,28387,21506,14926,12919,6377,8513,4267,4416,1821,2172,1512
districts of republican subordination,TJK,tajikistan,2245726,310599,253605,264953,256839,249382,193736,147115,123558,110379,100307,80322,49502,30877,19562,21116,13949,9673,5151
distrito capital,VEN,venezuela (bolivarian republic of),2107811,146254,134971,141279,158386,179200,171246,170149,143236,136174,120740,108433,96123,79696,54788,40323,29123,19691,15798
distrito federal,BRA,brazil,11977385,818265,870890,893853,956929,1014666,1016762,976097,947465,829000,721652,634562,492068,388144,277090,215738,145806,98116,80415
distrito federal,MEX,mexico,11977385,818265,870890,893853,956929,1014666,1016762,976097,947465,829000,721652,634562,492068,388144,277090,215738,145806,98116,80415
diyala,IRQ,iraq,1545283,246867,225671,200625,173049,150851,130130,115155,98124,79459,53359,40177,40072,24096,21407,15607,10070,0,0
diyarbakir,TUR,turkey,1681040,210280,209859,213627,195228,157368,151056,134759,106522,74737,72827,45062,41508,31623,23742,18478,14711,7790,4694
djalal-abad,KGZ,kyrgyzstan,1234515,139311,124764,140744,143794,132404,100869,83929,74107,69346,65470,48834,32283,14692,13585,13742,10599,6461,2863
djelfa,DZA,algeria,1634146,214584,188037,188804,191469,177687,149796,102976,91827,69951,61713,42756,37645,23705,23697,16591,11853,5430,4930
djiboutii,DJI,djibouti,493776,55885,62103,52414,52514,51547,50418,42653,34387,27584,21418,17687,11151,9304,0,0,0,0,0
dnipropetrovsk,UKR,ukraine,3154408,175022,150223,125152,155302,223081,272814,247545,230348,219732,218335,250475,219851,199239,115061,165979,109825,65510,42004
dobrich,BGR,bulgaria,167717,7849,7619,7656,8998,9929,10184,10979,12379,12466,11962,11981,12696,13186,10553,7455,6263,3811,1938
dodoma,TZA,united republic of tanzania,2714630,404146,412610,334442,238460,203703,173035,155247,127783,109312,81142,74486,45695,46049,32121,33845,20297,0,0
doha,QAT,qatar,1129365,56248,49072,40842,38179,123195,178983,173421,150834,114722,75140,44208,23958,9552,4091,2296,0,0,0
dokolo,UGA,uganda,236124,38839,35175,31179,25081,20209,15771,12379,9740,8066,5838,5128,3048,2792,1910,1761,954,834,846
domagnano,SMR,san marino,3406,172,168,172,154,147,169,216,283,307,321,266,218,195,175,136,114,90,88
domi,CUW,curacao,1206,71,78,85,91,64,62,64,80,89,102,95,83,73,57,42,30,19,16
dominguito,CUW,curacao,3237,191,210,230,245,174,166,172,214,239,275,257,223,196,152,114,82,52,43
donduseni,MDA,republic of moldova,33043,1331,1691,2238,2203,1818,1967,1982,1938,2179,2181,2054,1704,1865,1780,1675,0,0,0
donetsk,UKR,ukraine,4098239,200014,172516,149774,184974,272859,358980,323018,295310,276539,277541,341382,307445,276765,151035,222552,156680,107365,63887
donga,BEN,benin,682953,107919,113364,83700,65040,54973,48985,41076,31116,25427,16928,16196,7906,10248,5415,6233,2751,3656,3011
dorado,PRI,puerto rico,42962,2862,3260,3343,3086,2457,2561,3092,3411,3106,2912,2644,2528,2615,1893,1322,924,539,534
dornod,MNG,mongolia,63278,7109,5156,5565,5583,6131,5768,5267,4557,4033,3887,3237,1909,1147,839,629,511,251,169
dornogovi,MNG,mongolia,66720,7517,5750,5974,5280,6497,6715,6005,5129,4461,3948,2972,1716,1003,719,677,428,180,137
dosso,NER,niger,2578873,506151,435914,314841,237562,207068,173310,141036,112892,82550,67948,54870,44466,37396,27787,23168,16530,9078,8127
douglas,IMN,isle of man,30360,1815,1625,1730,1792,2013,2241,2299,2319,2464,2356,2072,1659,1616,1148,946,744,586,655
dowa,MWI,malawi,880500,143231,120238,106671,82989,78589,65737,52649,40350,29026,23377,17988,16662,11633,10681,7300,7062,3215,3842
draa-tafilalet,MAR,morocco,1747708,200436,169979,170265,174304,166415,138513,127405,109714,94172,77563,73619,60420,53526,32786,29207,0,0,0
dragash,KOS,kosovo,36078,2909,2988,3165,3189,2938,2631,2513,2663,2410,2227,1880,1612,1172,1050,981,713,0,0
drenthe,NLD,netherlands,503103,25942,30530,32040,29324,23545,23217,25201,31481,38969,39650,37970,35772,36896,27719,22136,17844,12533,10894
drochia,MDA,republic of moldova,103822,4600,5864,7636,7064,6267,6265,6090,6392,7206,7605,6775,4508,5317,5131,4578,0,0,0
dubai,ARE,united arab emirates,3660797,154618,147786,136880,127534,246014,387433,378697,296710,202103,133819,82320,39679,15806,8220,5247,2384,0,0
dubasari,MDA,republic of moldova,44480,2188,2468,3594,4068,3490,3057,2744,2750,3365,3361,3043,1843,1554,1557,1246,0,0,0
dubrovnik-neretva,HRV,croatia,122836,6641,6059,7169,7359,7450,8024,8158,7711,7896,8335,8842,8885,8001,5309,6106,5022,3281,2113
dundgovi,MNG,mongolia,28995,3146,2697,3052,2380,2247,2471,2371,2108,1889,1707,1379,805,540,431,393,346,179,150
durango,MEX,mexico,1839811,175505,181065,181425,180521,155845,127887,125241,122687,105311,89763,76365,58449,48474,37457,32169,21208,13031,9760
durazno,URY,uruguay,57365,3828,4611,5167,5052,3462,3526,3724,3680,3321,3390,2971,2879,2457,2285,1923,1510,1060,872
durres,ALB,albania,297086,17979,19673,24313,27818,25569,19728,16903,17189,19130,19861,19783,16271,13119,10529,9310,5967,3117,1926
dushanbe city,TJK,tajikistan,937911,103658,96298,104960,117269,115451,73161,63605,60137,57355,47995,34897,21707,14174,8454,8125,4496,2632,1400
duzce,TUR,turkey,379628,29591,30084,32808,31794,28338,32007,32962,30323,24280,26750,22256,18722,15177,10687,8692,6776,4093,1696
dzaoudzi,MYT,mayotte,16311,2300,2326,2124,1587,922,983,1063,1138,955,717,525,358,249,158,107,78,56,24
east,SGP,singapore,970325,33527,40080,50677,58124,51225,50449,50995,54393,58652,65508,61137,49111,36108,0,0,0,0,0
east azarbaijan,IRN,iran (islamic republic of),4116055,344124,312389,313139,364794,464575,478834,384936,307597,270915,222531,194753,147970,102843,74183,61835,50441,31003,19765
east berbice-corentyne,GUY,guyana,104604,8503,8920,11444,12337,8258,6704,7319,7265,7133,6629,5585,4131,2886,2022,1513,971,546,402
east end,CYM,cayman islands,1205,89,82,68,76,65,87,90,130,107,88,81,58,40,33,39,20,17,16
east falkland,FLK,falkland islands (malvinas),233,14,10,10,8,8,6,16,17,19,28,25,17,22,16,5,4,0,0
